data_object,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density
fried_X6,40768.0,0.3996499999999999,0.0408875,0.0,1.0,0.5002875,0.501125,0.2872249999999999,-0.006475,-1.191075,0.2483749999999999,0.4968749999999999,0.0010624999999999,0.0195375,0.0007,0.013075,0.0010375,0.019525,6.887725,3.75e-05
fried_X6,40768.0,0.3500125,0.037775,0.0,1.0,0.500475,0.500625,0.287725,-0.0032625,-1.1946625,0.248875,0.4975,0.0006875,0.0179375,0.0004625,0.0120375,0.0006875,0.0179625,6.88985,2.5e-05
fried_X6,40768.0,0.3000124999999999,0.035075,0.0,1.0,0.5004875,0.50125,0.2876249999999999,-0.0067625,-1.1941375,0.2487499999999999,0.49775,0.0012,0.0209875,0.0007875,0.0140624999999999,0.001175,0.0209875,6.8913875,2.5e-05
fried_X6,40768.0,0.2500875,0.0327375,0.0,1.0,0.5002375,0.5005000000000001,0.2877875,-0.0052875,-1.1955625,0.249,0.4985,0.0003749999999999,0.0210125,0.0002749999999999,0.0140875,0.0003625,0.021025,6.892225,1.25e-05
fried_X6,40768.0,0.1996875,0.030675,0.0,1.0,0.5002374999999999,0.5005625,0.2877374999999999,-0.0043999999999999,-1.1934749999999998,0.2485625,0.497625,0.000875,0.020275,0.000575,0.0136,0.0008875,0.0203125,6.89345,0.0
fried_X6,40768.0,0.15095,0.0289125,0.0,1.0,0.5003249999999999,0.50075,0.2877375,-0.0042749999999999,-1.195225,0.249,0.498125,0.001125,0.0200125,0.0007125,0.0134125,0.0010875,0.0200375,6.894362499999999,0.0
fried_X6,40768.0,0.100875,0.027325,0.0,1.0,0.5002875,0.500625,0.2876125,-0.0051,-1.193925,0.2486249999999999,0.497375,0.0004374999999999,0.0191749999999999,0.0003125,0.012875,0.0004624999999999,0.0191999999999999,6.8950625,1.25e-05
fried_X6,40768.0,0.050675,0.025875,0.0,1.0,0.5000874999999999,0.500375,0.2875874999999999,-0.0039124999999999,-1.192875,0.24875,0.497125,0.0007125,0.0201875,0.000475,0.013525,0.0007125,0.0202,6.895762499999999,1.25e-05
german_Duration,1000.0,0.494125,0.057075,4.0,67.5,20.6996625,18.0,11.928275,1.0963500000000002,1.0231625,6.0,12.375,0.0292249999999999,0.61555,0.0174625,0.4693124999999999,0.0255375,0.628925,2.5987125,0.1174875
german_Duration,1000.0,0.4515,0.0551875,4.0,69.0,20.8834875,18.0,12.078425,1.1225625,1.0218125,6.0,12.0,0.0327999999999999,0.617125,0.0261499999999999,0.4584249999999999,0.037875,0.616325,2.6002375000000004,0.1069125
german_Duration,1000.0,0.4053749999999999,0.0502875,4.0,69.0,20.9541,18.0,12.049174999999998,1.0883625,0.9395125,6.0,12.375,0.0456,0.6268125,0.03275,0.4661125,0.0472374999999999,0.6251625,2.5825,0.1096125
german_Duration,1000.0,0.34775,0.048325,4.0,70.5,21.043112500000003,18.0,12.1756,1.0898125,0.8991499999999999,6.0,12.0,0.0409374999999999,0.6333125,0.0301749999999999,0.4675249999999999,0.0433374999999999,0.6266749999999999,2.6115875,0.0987499999999999
german_Duration,1000.0,0.294,0.0441124999999999,4.0,69.0,20.8718,18.0,12.15045,1.1107875,0.9401375,6.0,12.0,0.0461125,0.6344,0.0321124999999999,0.47065,0.0461875,0.6297125,2.5908125,0.1011875
german_Duration,1000.0,0.25525,0.041675,4.0,69.0,20.97215,18.0,12.0969625,1.0777625,0.846075,6.0,12.0,0.0434875,0.6213624999999999,0.0285624999999999,0.4657125,0.0408375,0.6251125000000001,2.6004375,0.1025999999999999
german_Duration,1000.0,0.1955,0.0397625,4.0,72.0,21.00055,18.0,12.1567625,1.0787625,0.8635750000000001,6.0,12.0,0.0381875,0.63605,0.023175,0.474925,0.0336375,0.6366250000000001,2.612025,0.0971375
german_Duration,1000.0,0.152875,0.0383875,4.0,70.5,20.966125,18.0,12.088237499999998,1.0831625,0.8956125,6.0,12.0,0.0344625,0.6322374999999999,0.0244375,0.4689,0.0355875,0.6286124999999999,2.6156,0.0935874999999999
german_Duration,1000.0,0.10225,0.036475,4.0,72.0,20.927775,18.0,12.0669625,1.09955,0.93875,6.0,12.0,0.0304125,0.6227999999999999,0.0206125,0.462325,0.02995,0.6201125,2.6096625,0.0919125
german_Duration,1000.0,0.0472499999999999,0.0342375,4.0,70.5,20.9252,18.0,12.046075,1.083175,0.8744125,6.0,12.0,0.0363875,0.6233,0.0262,0.465225,0.037875,0.623875,2.6086500000000004,0.09365
german_Credit_amount,1000.0,0.505875,0.9613625,278.625,17173.5,3269.4625125,2319.625,2839.63235,1.98775,4.484225,1105.375,2595.1875,0.0367625,0.6250875,0.0229874999999999,0.4668125000000001,0.03425,0.6266875000000001,6.1480625,0.0
german_Credit_amount,1000.0,0.446125,0.9564625000000002,256.5,17804.25,3279.5628,2324.0,2809.3943,1.940175,4.3560125,1111.0,2652.6875,0.0520625,0.6206625,0.0330875,0.4613875,0.048925,0.61875,6.2560625000000005,0.0
german_Credit_amount,1000.0,0.3915,0.9475375,295.75,16874.625,3257.381575,2297.625,2798.1179,1.9164375,4.1354,1106.625,2685.75,0.02145,0.623,0.0146125,0.4611375,0.02235,0.6196124999999999,6.336975,0.0
german_Credit_amount,1000.0,0.338,0.9487875,261.0,18114.125,3245.2164250000005,2286.5625,2813.10415,1.9544125,4.334575,1081.3125,2588.8125,0.048225,0.628125,0.0266625,0.462175,0.0400125,0.620625,6.422875,0.0
german_Credit_amount,1000.0,0.2978749999999999,0.939125,261.125,18114.125,3285.8245125000003,2311.5625,2853.6695875000005,1.9748,4.3899875,1088.3125,2608.40625,0.0316625,0.6292875,0.0190125,0.4695625000000001,0.0283374999999999,0.62935,6.4680875,0.0
german_Credit_amount,1000.0,0.2455,0.9390625,266.25,18424.0,3270.7881124999994,2297.8125,2846.9554375,1.962275,4.312375,1085.75,2607.71875,0.0311,0.6278124999999999,0.01775,0.4653375,0.0274625,0.6238375,6.54005,0.0
german_Credit_amount,1000.0,0.194125,0.9383125,264.875,18114.125,3277.6239625000003,2316.25,2814.5317875,1.9272125,4.1645125,1094.5625,2613.75,0.028175,0.6281500000000001,0.0171375,0.4653124999999999,0.0262,0.6241875,6.6045,0.0
german_Credit_amount,1000.0,0.1505,0.9334625,253.25,18114.125,3273.34215,2311.375,2833.81505,1.9644625,4.349,1100.6875,2632.03125,0.0363999999999999,0.6211249999999999,0.0203,0.46285,0.0297375,0.6207375,6.650325,0.0
german_Credit_amount,1000.0,0.0942499999999999,0.9291875,250.0,18114.125,3277.9560125000003,2320.25,2823.7781625,1.9411,4.2405125,1103.125,2607.6875,0.0359874999999999,0.6209875,0.0172125,0.4657,0.0263375,0.6245875,6.708525,0.0
german_Credit_amount,1000.0,0.05275,0.92835,250.0,18424.0,3284.033775,2323.875,2828.772325,1.9407625,4.24165,1101.75,2605.875,0.0306499999999999,0.6239875,0.0157125,0.4649,0.02415,0.6236125,6.751875,0.0
house_GarageArea,501.0,0.509975,0.6018374999999999,0.0,1206.5,473.066975,476.125,202.7659375,0.2312874999999999,0.703625,112.875,241.125,0.0,0.0,0.0,0.0,0.0,0.0,4.7245125,0.0018625
house_GarageArea,501.0,0.4463625,0.5786499999999999,0.0,1190.5,479.319475,476.25,199.7233,0.2799875,0.7099375000000001,110.125,229.8125,0.0,0.0,0.0,0.0,0.0,0.0,4.789687499999999,0.00165
house_GarageArea,501.0,0.3837375,0.5658,0.0,1190.125,476.2839625,478.625,200.9435875,0.2213125,0.7537375,108.75,230.9375,0.00585,0.8774124999999999,0.00505,0.7180750000000001,0.00525,0.8346874999999999,4.8473375,0.0014249999999999
house_GarageArea,501.0,0.3630125,0.558625,0.0,1199.125,476.938025,480.5,201.8861375,0.2347125,0.7828,103.3125,224.875,0.0,0.0,0.0,0.0,0.0,0.0,4.8563,0.0014125
house_GarageArea,501.0,0.2946749999999999,0.5345375,0.0,1215.5,478.2371625,479.0,204.247925,0.174675,0.6333625,107.375,226.375,0.0050625,0.8858499999999999,0.0085375,0.727325,0.0102625,0.8438625,4.895425,0.0013249999999999
house_GarageArea,501.0,0.266225,0.5185625,0.0,1194.625,473.2193625,476.875,201.284,0.198,0.6626000000000001,105.125,231.125,0.0038625,0.88925,0.0077499999999999,0.7319625000000001,0.0085874999999999,0.8494875,4.8948125000000005,0.0013374999999999
house_GarageArea,501.0,0.2003625,0.5119374999999999,0.0,1215.5,474.971225,476.875,200.4429,0.169525,0.706875,106.375,230.875,0.004,0.881525,0.0076125,0.722175,0.0095625,0.839,4.957062499999999,0.0011749999999999
house_GarageArea,501.0,0.1606749999999999,0.5030625000000001,0.0,1220.0,475.806,479.9375,205.1437125,0.2216875,0.6993375,107.375,234.46875,0.0032625,0.8823,0.0061874999999999,0.7248999999999999,0.005325,0.84165,4.9789875,0.0011125
house_GarageArea,501.0,0.0953,0.4886875,0.0,1211.0,475.2411875,479.5625,202.5606375,0.1802875,0.6468750000000001,106.5,232.3125,0.004975,0.8900875,0.0055125,0.7321624999999999,0.006075,0.8493375,5.00255,0.001025
house_GarageArea,501.0,0.04465,0.4787249999999999,0.0,1220.0,473.9954875,479.375,202.3130125,0.19715,0.6964999999999999,107.75,235.0,0.004925,0.88255,0.0038875,0.7250125000000001,0.005225,0.842,5.0297125000000005,0.001
house_KitchenAbvGr,501.0,0.5005125,0.008,1.0,2.0,1.04545,1.0,0.2058875,4.5501875,19.62955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1830375,34.0913875
house_KitchenAbvGr,501.0,0.466575,0.0075,1.0,2.0,1.0452625,1.0,0.2073249999999999,4.4118125,17.5992875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183875,34.104725
house_KitchenAbvGr,501.0,0.3994375,0.00665,1.0,2.0,1.0445874999999998,1.0,0.205475,4.473274999999999,18.228025,0.0,0.0,0.004875,0.3289249999999999,0.005575,0.2623375,0.006175,0.2885375,0.1814875,34.1559625
house_KitchenAbvGr,501.0,0.3508,0.0061375,1.0,2.0,1.044975,1.0,0.2069,4.4130375,17.554275,0.0,0.0,0.0016625,0.332325,0.006,0.2752625,0.00645,0.2956625,0.1831749999999999,34.126875
house_KitchenAbvGr,501.0,0.2929,0.0056375,1.0,2.0,1.0412249999999998,1.0,0.198675,4.62575,19.4401875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171725,34.40735
house_KitchenAbvGr,501.0,0.2459875,0.0052874999999999,1.0,2.0,1.0446749999999998,1.0,0.2061875,4.43435,17.76315,0.0,0.0,0.0036624999999999,0.3372875,0.0026249999999999,0.268625,0.0029375,0.28885,0.1821999999999999,34.1494375
house_KitchenAbvGr,501.0,0.20435,0.0050375,1.0,2.0,1.0420625,1.0,0.2004375,4.583012500000001,19.0809125,0.0,0.0,0.0034874999999999,0.313675,0.0017375,0.2458125,0.001975,0.26455,0.1742125,34.3454375
house_KitchenAbvGr,501.0,0.1456999999999999,0.0046875,1.0,2.0,1.04265,1.0,0.2019375,4.53415,18.58255,0.0,0.0,0.00175,0.3308374999999999,0.0023625,0.25405,0.0024875,0.2707,0.17615,34.3019
house_KitchenAbvGr,501.0,0.0948,0.0044,1.0,2.0,1.04215,1.0,0.200675,4.573562500000001,18.9753625,0.0,0.0,0.0019749999999999,0.3374375,0.0014124999999999,0.2667375,0.001525,0.283275,0.1745125,34.3392125
house_KitchenAbvGr,501.0,0.0423999999999999,0.004175,1.0,2.0,1.0429875000000002,1.0,0.2027874999999999,4.5081375,18.3297875,0.0,0.0,0.0032125,0.330675,0.0030624999999999,0.2555625,0.0032874999999999,0.2749625,0.1773124999999999,34.2758125
house_GarageCars,501.0,0.4915125,0.0186625,0.0,4.5,1.7963625,2.0,0.72695,-0.1152499999999999,0.9093375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0724625,4.9724375
house_GarageCars,501.0,0.45385,0.0155625,0.0,3.5,1.7632875,2.0,0.7142499999999999,-0.2818124999999999,0.344825,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0631624999999998,5.621125
house_GarageCars,501.0,0.3997,0.0149499999999999,0.0,4.0,1.787625,2.0,0.705425,-0.151825,0.591875,0.0,1.0,0.0104999999999999,0.8819125,0.0073125,0.722475,0.0073999999999999,0.8401125,1.0517875,5.386937499999999
house_GarageCars,501.0,0.348325,0.0137624999999999,0.0,4.0,1.7722000000000002,2.0,0.7180375000000001,-0.19475,0.498575,0.0,1.0,0.00665,0.8851875,0.003775,0.72355,0.00405,0.84005,1.0687,5.500125
house_GarageCars,501.0,0.310625,0.014125,0.0,4.75,1.7735000000000003,2.0,0.729775,-0.1029375,0.7218375000000001,0.0,1.0,0.0066,0.8874875,0.0036375,0.72835,0.0039875,0.8451375000000001,1.0822125,4.660575
house_GarageCars,501.0,0.2605,0.013175,0.0,4.75,1.7820250000000002,2.0,0.7272875,-0.11015,0.6935,0.0,1.0,0.0117625,0.8822249999999999,0.0062375,0.7233375,0.0069999999999999,0.8393875000000001,1.0794749999999995,4.850350000000001
house_GarageCars,501.0,0.2103375,0.011725,0.0,4.25,1.7824000000000002,2.0,0.71945,-0.18735,0.500325,0.0,1.0,0.0045,0.8840625000000002,0.0055,0.7257374999999999,0.0062125,0.842525,1.0715625,5.234750000000001
house_GarageCars,501.0,0.1491874999999999,0.011725,0.0,5.0,1.779775,2.0,0.7218375,-0.11715,0.7424249999999999,0.0,1.0,0.0111499999999999,0.8823500000000001,0.004575,0.7215125,0.00515,0.8378625000000001,1.0723125,4.681587499999999
house_GarageCars,501.0,0.1043,0.0108625,0.0,4.75,1.7705125000000002,2.0,0.7209000000000001,-0.1414375,0.614275,0.0,1.0,0.01415,0.8865125,0.00405,0.728625,0.0045875,0.8459875,1.072975,4.8632375
house_GarageCars,501.0,0.04665,0.0104874999999999,0.0,5.0,1.7767874999999995,2.0,0.7253625,-0.142675,0.6428375000000001,0.0,1.0,0.0142875,0.8860250000000001,0.0045,0.7287375,0.0049124999999999,0.845675,1.078275,4.6793625
house_YearRemodAdd,501.0,0.501,0.22,1950.0,2009.875,1985.2238375,1994.875,20.457175,-0.52975,-1.2489125,11.6875,36.75,0.0,0.0,0.0,0.0,0.0,0.0,3.6005125,0.0253874999999999
house_YearRemodAdd,501.0,0.4555875,0.2048999999999999,1950.0,2010.0,1986.014225,1995.5,20.1187875,-0.5987875,-1.146075,10.9375,35.59375,0.0,0.0,0.0,0.0,0.0,0.0,3.6252125,0.023575
house_YearRemodAdd,501.0,0.3954499999999999,0.1891874999999999,1950.0,2009.875,1985.37945,1994.375,20.212,-0.5413625,-1.2127375,11.875,36.28125,0.0033625,0.5880749999999999,0.00565,0.6048874999999999,0.0065,0.6754249999999999,3.6557625,0.023875
house_YearRemodAdd,501.0,0.354025,0.1770624999999999,1950.0,2010.0,1985.1099125,1994.25,20.4041875,-0.5181125,-1.25525,12.0625,36.5625,0.0,0.0,0.0,0.0,0.0,0.0,3.6494375,0.02225
house_YearRemodAdd,501.0,0.2919,0.166025,1950.0,2009.875,1985.483525,1994.75,20.37305,-0.56115,-1.20435,11.625,36.125,0.0,0.0,0.0,0.0,0.0,0.0,3.6486,0.0220625
house_YearRemodAdd,501.0,0.2587124999999999,0.1593,1950.0,2010.0,1985.2569125,1994.125,20.16005,-0.5216124999999999,-1.232725,12.3125,35.8125,0.0043374999999999,0.6084875,0.0025875,0.6314500000000001,0.0027,0.70385,3.6959125,0.0205375
house_YearRemodAdd,501.0,0.19435,0.1462125,1950.0,2009.875,1985.68915,1995.4375,20.339725,-0.569475,-1.1998125000000002,11.0625,36.65625,0.0048499999999999,0.59525,0.0037249999999999,0.6227874999999999,0.0040875,0.6933625,3.662150000000001,0.0218
house_YearRemodAdd,501.0,0.1516874999999999,0.1397625,1950.0,2010.0,1985.2706125,1994.625,20.374975000000003,-0.5292,-1.245525,11.75,36.625,0.004425,0.594325,0.0065,0.616425,0.00785,0.6870499999999999,3.674375,0.0208
house_YearRemodAdd,501.0,0.09455,0.1311749999999999,1950.0,2009.875,1985.4341875,1994.9375,20.3856125,-0.55,-1.220925,11.5625,36.375,0.0033,0.5957875,0.0045,0.612975,0.0053125,0.6873750000000001,3.669975,0.0216375
house_YearRemodAdd,501.0,0.0504,0.1261499999999999,1950.0,2010.0,1985.3248875,1994.5625,20.369925,-0.5363125,-1.2353625,11.6875,36.6875,0.0026875,0.59235,0.001175,0.615,0.0009625,0.6864375,3.6879375,0.01845
house_GarageYrBlt,501.0,0.507225,0.31405,1902.125,2009.75,1977.7987125,1978.5317625,24.890975000000005,-0.7081000000000001,-0.1881,20.4682375,39.8125,0.0046875,0.8005625,0.0046749999999999,0.7987,0.0077499999999999,0.8666624999999999,4.047925,0.0116625
house_GarageYrBlt,501.0,0.4490999999999999,0.2853374999999999,1899.875,2009.625,1977.8390125,1978.659275,24.8666,-0.6930875,-0.1869625,20.465725,40.125,0.0,0.0,0.0,0.0,0.0,0.0,4.0719,0.0117124999999999
house_GarageYrBlt,501.0,0.4014500000000001,0.2707,1898.75,2009.75,1977.4602875,1978.227825,24.8632625,-0.6819500000000001,-0.16785,20.4264125,40.125,0.0,0.0,0.0,0.0,0.0,0.0,4.1019625,0.01125
house_GarageYrBlt,501.0,0.3532875,0.2583375,1896.5,2009.75,1977.725225,1978.4067625,25.0215,-0.7202999999999999,-0.0958,20.4460625,40.40625,0.0045625,0.80575,0.0055499999999999,0.8048875,0.0060375,0.8702125,4.12375,0.01075
house_GarageYrBlt,501.0,0.3009,0.2427375,1897.0,2009.625,1977.505525,1978.1371,24.8851,-0.7079625,-0.1210374999999999,20.25,39.875,0.0,0.0,0.0,0.0,0.0,0.0,4.144850000000001,0.0106125
house_GarageYrBlt,501.0,0.2529875,0.229575,1897.0,2009.875,1977.7427125,1978.1199625,24.85915,-0.6959500000000001,-0.1652125,20.5735875,40.25,0.0039124999999999,0.8184875,0.00175,0.818075,0.0020125,0.8809875,4.1415750000000005,0.010575
house_GarageYrBlt,501.0,0.2001,0.2180875,1896.5,2009.5,1977.5377625,1978.3699625,25.1733625,-0.7059875000000001,-0.1729375,20.528225,40.75,0.0058125,0.8163624999999999,0.0033625,0.8161624999999999,0.0043,0.8763749999999999,4.146787499999999,0.010375
house_GarageYrBlt,501.0,0.1619125,0.20935,1896.5,2009.875,1977.4557125,1978.1371,24.9748875,-0.6986874999999999,-0.1347125,20.2389125,40.15625,0.0059124999999999,0.8139874999999999,0.00245,0.8137624999999999,0.003175,0.8743124999999999,4.1608125000000005,0.0103624999999999
house_GarageYrBlt,501.0,0.10005,0.1979999999999999,1896.0,2009.625,1977.4506125,1978.1371,25.0259625,-0.6949375000000001,-0.176175,20.4546375,40.3125,0.003675,0.8138000000000001,0.002275,0.810325,0.0026625,0.8729749999999998,4.173025,0.0101875
house_GarageYrBlt,501.0,0.04765,0.18945,1896.0,2009.875,1977.552,1978.1371,25.0561,-0.708825,-0.1519125,20.3639125,40.15625,0.0057374999999999,0.8116125000000001,0.0009125,0.8099875,0.0014,0.8728,4.1752875000000005,0.0100375
house_YearBuilt,501.0,0.5049875,0.3323,1883.75,2009.75,1971.0135125,1974.625,30.847275,-0.6783250000000001,-0.375475,24.75,47.4375,0.002775,0.8274250000000001,0.005025,0.8149000000000002,0.00795,0.8797625,4.1492125,0.01005
house_YearBuilt,501.0,0.4510875,0.3094499999999999,1881.5,2009.5,1971.6253875,1975.0625,31.1127625,-0.6982999999999999,-0.3706125,24.75,46.90625,0.0,0.0,0.0,0.0,0.0,0.0,4.15555,0.0097125
house_YearBuilt,501.0,0.4049375,0.2929125,1881.25,2009.375,1971.692175,1975.125,31.101025,-0.7227750000000001,-0.3135375,24.3125,46.625,0.0060625,0.7984624999999999,0.0049,0.8120875,0.0048625,0.872975,4.181699999999999,0.0084
house_YearBuilt,501.0,0.3468,0.2726375,1882.375,2010.0,1971.2534875,1974.9375,30.9139125,-0.6498375000000001,-0.45675,25.3125,48.40625,0.0074125,0.8145875,0.0057374999999999,0.8126500000000001,0.0067625,0.8716875,4.1902375,0.0092749999999999
house_YearBuilt,501.0,0.2984,0.2620125,1880.75,2009.75,1970.457425,1973.25,31.065774999999995,-0.66415,-0.3906875,25.75,47.65625,0.0041625,0.810725,0.0026875,0.8111999999999999,0.0039,0.8708750000000001,4.2268375,0.008825
house_YearBuilt,501.0,0.2425,0.2460374999999999,1881.5,2009.875,1970.8758375,1973.875,31.1924875,-0.6564875,-0.4735749999999999,25.5,48.03125,0.0052875,0.8215749999999999,0.0092625,0.81545,0.0074874999999999,0.8793375000000001,4.228337499999999,0.008725
house_YearBuilt,501.0,0.20085,0.234825,1880.25,2010.0,1971.295075,1974.625,31.0387,-0.6960124999999999,-0.3527625,25.0,47.65625,0.0023499999999999,0.8158875000000001,0.00355,0.8162375,0.0045249999999999,0.8782000000000001,4.230812500000001,0.00875
house_YearBuilt,501.0,0.1484499999999999,0.2203625,1880.0,2010.0,1970.91215,1973.75,30.9360375,-0.662175,-0.4015625,25.375,47.125,0.0062375,0.8164375,0.0041875,0.8118749999999999,0.0083749999999999,0.8735874999999999,4.2443,0.0089375
house_YearBuilt,501.0,0.1008,0.2137124999999999,1880.875,2009.75,1971.0021875,1973.625,30.7729,-0.6620250000000001,-0.398675,25.375,46.875,0.0042,0.816575,0.007275,0.8133,0.0077125,0.8751749999999999,4.261175,0.0085875
house_YearBuilt,501.0,0.0433999999999999,0.20475,1880.5,2009.75,1971.19425,1974.3125,30.918475,-0.6713,-0.38865,25.1875,47.1875,0.00345,0.81405,0.010325,0.813375,0.008675,0.8750124999999999,4.2555625,0.0083625
house_BsmtUnfSF,501.0,0.5017375000000001,0.843275,0.0,1921.25,575.5824375,480.9375,446.70125,0.864525,0.1540625,291.4375,604.71875,0.0,0.0,0.0,0.0,0.0,0.0,5.174650000000001,0.00035
house_BsmtUnfSF,501.0,0.457075,0.8284,0.0,1933.125,575.8450875,480.0625,447.396725,0.892625,0.24195,280.125,584.96875,0.0,0.0,0.0,0.0,0.0,0.0,5.2203875,0.00035
house_BsmtUnfSF,501.0,0.3979374999999999,0.8115749999999999,0.0,1966.375,579.0545,478.25,457.2677750000001,0.8938750000000001,0.163625,289.25,610.3125,0.003675,0.5123875,0.004125,0.4090375,0.005425,0.56535,5.2836375,0.0003124999999999
house_BsmtUnfSF,501.0,0.34355,0.8099875000000001,0.0,1954.5,578.796875,483.5,455.5350875,0.8594625,0.1078249999999999,295.8125,611.8125,0.0060749999999999,0.5204375,0.0025125,0.420275,0.0040625,0.5852499999999999,5.359225,0.0002875
house_BsmtUnfSF,501.0,0.2936625,0.8070625,0.0,1966.375,571.650425,474.1875,450.49505,0.8990875,0.2337375,287.4375,602.15625,0.0040125,0.50615,0.0056375,0.40885,0.0076,0.5659625,5.4226875,0.00025
house_BsmtUnfSF,501.0,0.2557375,0.799025,0.0,1978.25,576.7690875000001,487.6875,448.190375,0.875225,0.212175,291.875,598.0,0.0042,0.5154000000000001,0.00385,0.416775,0.004375,0.5782499999999999,5.468225000000001,0.0002
house_BsmtUnfSF,501.0,0.19335,0.79405,0.0,1966.375,577.5217500000001,479.875,450.80245,0.8839,0.1811375,286.3125,600.375,0.0,0.0,0.0,0.0,0.0,0.0,5.5305875,0.0002
house_BsmtUnfSF,501.0,0.1442125,0.7878125,0.0,1990.125,575.218325,475.625,450.711425,0.8964625000000002,0.2218125,287.125,598.5625,0.004925,0.5145124999999999,0.0047375,0.4150874999999999,0.0056625,0.5770875,5.577725,0.0002
house_BsmtUnfSF,501.0,0.10255,0.7795875000000001,0.0,2002.0,578.04245,480.625,452.054975,0.8748375,0.1678124999999999,290.8125,609.9375,0.0022624999999999,0.509575,0.003125,0.4112499999999999,0.004875,0.5707375,5.6094125,0.0002
house_BsmtUnfSF,501.0,0.0443999999999999,0.7754625,0.0,2002.0,577.2006625,476.9375,451.702525,0.8807499999999999,0.182275,289.3125,605.65625,0.0032624999999999,0.5103125000000001,0.0044249999999999,0.40975,0.0058625,0.5697,5.6586125,0.0002
house_OverallQual,501.0,0.5099875,0.0326375,3.0,10.0,6.171725,6.0,1.3479875,0.355825,-0.220275,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6759625,1.635025
house_OverallQual,501.0,0.4448499999999999,0.0278749999999999,3.25,10.0,6.1732625,6.0,1.3081,0.3950625,-0.2477875,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6437125,1.7865375
house_OverallQual,501.0,0.4111625,0.026725,3.125,10.0,6.117587500000001,6.0,1.330875,0.3705375,-0.216075,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66535,1.6720000000000002
house_OverallQual,501.0,0.3493124999999999,0.024575,3.0,10.0,6.156825,6.0,1.3356,0.3509624999999999,-0.16255,1.0,2.0,0.01145,0.6142875,0.008975,0.55925,0.0106375,0.62855,1.67615,1.6310375
house_OverallQual,501.0,0.2839124999999999,0.0222875,3.0,10.0,6.169687499999999,6.0,1.3211499999999998,0.3349749999999999,-0.18085,1.0,2.0,0.01075,0.6268999999999999,0.0058125,0.56165,0.00705,0.6253375,1.6661375,1.659125
house_OverallQual,501.0,0.2362875,0.020925,3.0,10.0,6.1506,6.0,1.321675,0.3596749999999999,-0.2814125,1.0,2.0,0.008575,0.6275875000000001,0.0038374999999999,0.5659625,0.0042875,0.6340375,1.6594125000000002,1.6741375
house_OverallQual,501.0,0.1911,0.01975,3.0,10.0,6.1486125,6.0,1.3318500000000002,0.3531,-0.2310125,1.0,2.0,0.007425,0.6195875,0.009925,0.5612625,0.0119,0.6340625,1.6707250000000002,1.6629125
house_OverallQual,501.0,0.1447125,0.0186625,3.0,10.0,6.1451625,6.0,1.3257375,0.3478624999999999,-0.2365125,1.0,2.0,0.007875,0.6106625,0.0063,0.5525625,0.008,0.6254,1.6654125,1.6639875000000002
house_OverallQual,501.0,0.09655,0.0176999999999999,3.0,10.0,6.1322625,6.0,1.3135750000000002,0.353875,-0.2226874999999999,1.0,2.0,0.012,0.615525,0.0095125,0.553575,0.0112375,0.6264124999999999,1.6591124999999998,1.67575
house_OverallQual,501.0,0.0539,0.0169,3.0,10.0,6.1500875,6.0,1.324575,0.347375,-0.2206624999999999,1.0,2.0,0.0092125,0.6206250000000001,0.0107625,0.56195,0.0133,0.62995,1.6666625,1.6701625
house_TotalBsmtSF,501.0,0.5117250000000001,0.7855375000000001,0.0,2795.625,1055.1597874999998,1005.5625,433.699125,0.47935,1.49135,237.25,480.84375,0.0,0.0,0.0,0.0,0.0,0.0,5.120674999999999,0.0005874999999999
house_TotalBsmtSF,501.0,0.4421,0.7821625000000001,0.0,2853.0,1060.1054,1007.4375,422.0166375,0.4923875,1.411,235.8125,484.75,0.0054,0.8113999999999999,0.005225,0.7535124999999999,0.0058,0.847225,5.241075,0.0004625
house_TotalBsmtSF,501.0,0.4116749999999999,0.7760125,0.0,2933.75,1053.639125,994.0625,417.5498,0.55105,1.72925,227.1875,464.03125,0.0030875,0.7886375,0.008025,0.7176499999999999,0.009675,0.8151124999999999,5.29415,0.0004625
house_TotalBsmtSF,501.0,0.348575,0.7591,0.0,3035.5,1051.5433875,988.8125,427.4846,0.5882375000000001,1.7980625,221.4375,458.46875,0.0054999999999999,0.7928624999999999,0.0053375,0.720475,0.006475,0.8148000000000001,5.352987499999999,0.0004
house_TotalBsmtSF,501.0,0.2924125,0.7466,0.0,3206.0,1055.4262374999998,995.5625,434.1765875,0.6283624999999999,2.0363875,229.875,476.75,0.0052375,0.7947625,0.007375,0.7346750000000001,0.0089375,0.8301,5.40835,0.0003625
