subject,predicate,name_predicate,value_predicate,object
german_Credit_amount,propertyValue,,0.6250875,p_max
german_Credit_amount,propertyValue,,0.0229874999999999,k_min
german_Credit_amount,propertyValue,,0.4668125000000001,k_max
german_Credit_amount,propertyValue,,0.03425,s_min
german_Credit_amount,propertyValue,,0.6266875000000001,s_max
german_Credit_amount,propertyValue,,6.1480625,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.446125,missing_perc
german_Credit_amount,propertyValue,,0.9564625000000002,uniqueness
german_Credit_amount,propertyValue,,256.5,min
german_Credit_amount,propertyValue,,17804.25,max
german_Credit_amount,propertyValue,,3279.5628,mean
german_Credit_amount,propertyValue,,2324.0,median
german_Credit_amount,propertyValue,,2809.3943,std
german_Credit_amount,propertyValue,,1.940175,skewness
german_Credit_amount,propertyValue,,4.3560125,kurtosis
german_Credit_amount,propertyValue,,1111.0,mad
german_Credit_amount,propertyValue,,2652.6875,iqr
german_Credit_amount,propertyValue,,0.0520625,p_min
german_Credit_amount,propertyValue,,0.6206625,p_max
german_Credit_amount,propertyValue,,0.0330875,k_min
german_Credit_amount,propertyValue,,0.4613875,k_max
german_Credit_amount,propertyValue,,0.048925,s_min
german_Credit_amount,propertyValue,,0.61875,s_max
german_Credit_amount,propertyValue,,6.2560625000000005,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.3915,missing_perc
german_Credit_amount,propertyValue,,0.9475375,uniqueness
german_Credit_amount,propertyValue,,295.75,min
german_Credit_amount,propertyValue,,16874.625,max
german_Credit_amount,propertyValue,,3257.381575,mean
german_Credit_amount,propertyValue,,2297.625,median
german_Credit_amount,propertyValue,,2798.1179,std
german_Credit_amount,propertyValue,,1.9164375,skewness
german_Credit_amount,propertyValue,,4.1354,kurtosis
german_Credit_amount,propertyValue,,1106.625,mad
german_Credit_amount,propertyValue,,2685.75,iqr
german_Credit_amount,propertyValue,,0.02145,p_min
german_Credit_amount,propertyValue,,0.623,p_max
german_Credit_amount,propertyValue,,0.0146125,k_min
german_Credit_amount,propertyValue,,0.4611375,k_max
german_Credit_amount,propertyValue,,0.02235,s_min
german_Credit_amount,propertyValue,,0.6196124999999999,s_max
german_Credit_amount,propertyValue,,6.336975,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.338,missing_perc
german_Credit_amount,propertyValue,,0.9487875,uniqueness
german_Credit_amount,propertyValue,,261.0,min
german_Credit_amount,propertyValue,,18114.125,max
german_Credit_amount,propertyValue,,3245.2164250000005,mean
german_Credit_amount,propertyValue,,2286.5625,median
german_Credit_amount,propertyValue,,2813.10415,std
german_Credit_amount,propertyValue,,1.9544125,skewness
german_Credit_amount,propertyValue,,4.334575,kurtosis
german_Credit_amount,propertyValue,,1081.3125,mad
german_Credit_amount,propertyValue,,2588.8125,iqr
german_Credit_amount,propertyValue,,0.048225,p_min
german_Credit_amount,propertyValue,,0.628125,p_max
german_Credit_amount,propertyValue,,0.0266625,k_min
german_Credit_amount,propertyValue,,0.462175,k_max
german_Credit_amount,propertyValue,,0.0400125,s_min
german_Credit_amount,propertyValue,,0.620625,s_max
german_Credit_amount,propertyValue,,6.422875,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.2978749999999999,missing_perc
german_Credit_amount,propertyValue,,0.939125,uniqueness
german_Credit_amount,propertyValue,,261.125,min
german_Credit_amount,propertyValue,,18114.125,max
german_Credit_amount,propertyValue,,3285.8245125000003,mean
german_Credit_amount,propertyValue,,2311.5625,median
german_Credit_amount,propertyValue,,2853.6695875000005,std
german_Credit_amount,propertyValue,,1.9748,skewness
german_Credit_amount,propertyValue,,4.3899875,kurtosis
german_Credit_amount,propertyValue,,1088.3125,mad
german_Credit_amount,propertyValue,,2608.40625,iqr
german_Credit_amount,propertyValue,,0.0316625,p_min
german_Credit_amount,propertyValue,,0.6292875,p_max
german_Credit_amount,propertyValue,,0.0190125,k_min
german_Credit_amount,propertyValue,,0.4695625000000001,k_max
german_Credit_amount,propertyValue,,0.0283374999999999,s_min
german_Credit_amount,propertyValue,,0.62935,s_max
german_Credit_amount,propertyValue,,6.4680875,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.2455,missing_perc
german_Credit_amount,propertyValue,,0.9390625,uniqueness
german_Credit_amount,propertyValue,,266.25,min
german_Credit_amount,propertyValue,,18424.0,max
german_Credit_amount,propertyValue,,3270.7881124999994,mean
german_Credit_amount,propertyValue,,2297.8125,median
german_Credit_amount,propertyValue,,2846.9554375,std
german_Credit_amount,propertyValue,,1.962275,skewness
german_Credit_amount,propertyValue,,4.312375,kurtosis
german_Credit_amount,propertyValue,,1085.75,mad
german_Credit_amount,propertyValue,,2607.71875,iqr
german_Credit_amount,propertyValue,,0.0311,p_min
german_Credit_amount,propertyValue,,0.6278124999999999,p_max
german_Credit_amount,propertyValue,,0.01775,k_min
german_Credit_amount,propertyValue,,0.4653375,k_max
german_Credit_amount,propertyValue,,0.0274625,s_min
german_Credit_amount,propertyValue,,0.6238375,s_max
german_Credit_amount,propertyValue,,6.54005,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.194125,missing_perc
german_Credit_amount,propertyValue,,0.9383125,uniqueness
german_Credit_amount,propertyValue,,264.875,min
german_Credit_amount,propertyValue,,18114.125,max
german_Credit_amount,propertyValue,,3277.6239625000003,mean
german_Credit_amount,propertyValue,,2316.25,median
german_Credit_amount,propertyValue,,2814.5317875,std
german_Credit_amount,propertyValue,,1.9272125,skewness
german_Credit_amount,propertyValue,,4.1645125,kurtosis
german_Credit_amount,propertyValue,,1094.5625,mad
german_Credit_amount,propertyValue,,2613.75,iqr
german_Credit_amount,propertyValue,,0.028175,p_min
german_Credit_amount,propertyValue,,0.6281500000000001,p_max
german_Credit_amount,propertyValue,,0.0171375,k_min
german_Credit_amount,propertyValue,,0.4653124999999999,k_max
german_Credit_amount,propertyValue,,0.0262,s_min
german_Credit_amount,propertyValue,,0.6241875,s_max
german_Credit_amount,propertyValue,,6.6045,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.1505,missing_perc
german_Credit_amount,propertyValue,,0.9334625,uniqueness
german_Credit_amount,propertyValue,,253.25,min
german_Credit_amount,propertyValue,,18114.125,max
german_Credit_amount,propertyValue,,3273.34215,mean
german_Credit_amount,propertyValue,,2311.375,median
german_Credit_amount,propertyValue,,2833.81505,std
german_Credit_amount,propertyValue,,1.9644625,skewness
german_Credit_amount,propertyValue,,4.349,kurtosis
german_Credit_amount,propertyValue,,1100.6875,mad
german_Credit_amount,propertyValue,,2632.03125,iqr
german_Credit_amount,propertyValue,,0.0363999999999999,p_min
german_Credit_amount,propertyValue,,0.6211249999999999,p_max
german_Credit_amount,propertyValue,,0.0203,k_min
german_Credit_amount,propertyValue,,0.46285,k_max
german_Credit_amount,propertyValue,,0.0297375,s_min
german_Credit_amount,propertyValue,,0.6207375,s_max
german_Credit_amount,propertyValue,,6.650325,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.0942499999999999,missing_perc
german_Credit_amount,propertyValue,,0.9291875,uniqueness
german_Credit_amount,propertyValue,,250.0,min
german_Credit_amount,propertyValue,,18114.125,max
german_Credit_amount,propertyValue,,3277.9560125000003,mean
german_Credit_amount,propertyValue,,2320.25,median
german_Credit_amount,propertyValue,,2823.7781625,std
german_Credit_amount,propertyValue,,1.9411,skewness
german_Credit_amount,propertyValue,,4.2405125,kurtosis
german_Credit_amount,propertyValue,,1103.125,mad
german_Credit_amount,propertyValue,,2607.6875,iqr
german_Credit_amount,propertyValue,,0.0359874999999999,p_min
german_Credit_amount,propertyValue,,0.6209875,p_max
german_Credit_amount,propertyValue,,0.0172125,k_min
german_Credit_amount,propertyValue,,0.4657,k_max
german_Credit_amount,propertyValue,,0.0263375,s_min
german_Credit_amount,propertyValue,,0.6245875,s_max
german_Credit_amount,propertyValue,,6.708525,entropy
german_Credit_amount,propertyValue,,0.0,density
german_Credit_amount,propertyValue,,1000.0,n_tuples
german_Credit_amount,propertyValue,,0.05275,missing_perc
german_Credit_amount,propertyValue,,0.92835,uniqueness
german_Credit_amount,propertyValue,,250.0,min
german_Credit_amount,propertyValue,,18424.0,max
german_Credit_amount,propertyValue,,3284.033775,mean
german_Credit_amount,propertyValue,,2323.875,median
german_Credit_amount,propertyValue,,2828.772325,std
german_Credit_amount,propertyValue,,1.9407625,skewness
german_Credit_amount,propertyValue,,4.24165,kurtosis
german_Credit_amount,propertyValue,,1101.75,mad
german_Credit_amount,propertyValue,,2605.875,iqr
german_Credit_amount,propertyValue,,0.0306499999999999,p_min
german_Credit_amount,propertyValue,,0.6239875,p_max
german_Credit_amount,propertyValue,,0.0157125,k_min
german_Credit_amount,propertyValue,,0.4649,k_max
german_Credit_amount,propertyValue,,0.02415,s_min
german_Credit_amount,propertyValue,,0.6236125,s_max
german_Credit_amount,propertyValue,,6.751875,entropy
german_Credit_amount,propertyValue,,0.0,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.509975,missing_perc
house_GarageArea,propertyValue,,0.6018374999999999,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1206.5,max
house_GarageArea,propertyValue,,473.066975,mean
house_GarageArea,propertyValue,,476.125,median
house_GarageArea,propertyValue,,202.7659375,std
house_GarageArea,propertyValue,,0.2312874999999999,skewness
house_GarageArea,propertyValue,,0.703625,kurtosis
house_GarageArea,propertyValue,,112.875,mad
house_GarageArea,propertyValue,,241.125,iqr
house_GarageArea,propertyValue,,,p_min
house_GarageArea,propertyValue,,,p_max
house_GarageArea,propertyValue,,,k_min
house_GarageArea,propertyValue,,,k_max
house_GarageArea,propertyValue,,,s_min
house_GarageArea,propertyValue,,,s_max
house_GarageArea,propertyValue,,4.7245125,entropy
house_GarageArea,propertyValue,,0.0018625,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.4463625,missing_perc
house_GarageArea,propertyValue,,0.5786499999999999,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1190.5,max
house_GarageArea,propertyValue,,479.319475,mean
house_GarageArea,propertyValue,,476.25,median
house_GarageArea,propertyValue,,199.7233,std
house_GarageArea,propertyValue,,0.2799875,skewness
house_GarageArea,propertyValue,,0.7099375000000001,kurtosis
house_GarageArea,propertyValue,,110.125,mad
house_GarageArea,propertyValue,,229.8125,iqr
house_GarageArea,propertyValue,,,p_min
house_GarageArea,propertyValue,,,p_max
house_GarageArea,propertyValue,,,k_min
house_GarageArea,propertyValue,,,k_max
house_GarageArea,propertyValue,,,s_min
house_GarageArea,propertyValue,,,s_max
house_GarageArea,propertyValue,,4.789687499999999,entropy
house_GarageArea,propertyValue,,0.00165,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.3837375,missing_perc
house_GarageArea,propertyValue,,0.5658,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1190.125,max
house_GarageArea,propertyValue,,476.2839625,mean
house_GarageArea,propertyValue,,478.625,median
house_GarageArea,propertyValue,,200.9435875,std
house_GarageArea,propertyValue,,0.2213125,skewness
house_GarageArea,propertyValue,,0.7537375,kurtosis
house_GarageArea,propertyValue,,108.75,mad
house_GarageArea,propertyValue,,230.9375,iqr
house_GarageArea,propertyValue,,0.00585,p_min
house_GarageArea,propertyValue,,0.8774124999999999,p_max
house_GarageArea,propertyValue,,0.00505,k_min
house_GarageArea,propertyValue,,0.7180750000000001,k_max
house_GarageArea,propertyValue,,0.00525,s_min
house_GarageArea,propertyValue,,0.8346874999999999,s_max
house_GarageArea,propertyValue,,4.8473375,entropy
house_GarageArea,propertyValue,,0.0014249999999999,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.3630125,missing_perc
house_GarageArea,propertyValue,,0.558625,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1199.125,max
house_GarageArea,propertyValue,,476.938025,mean
house_GarageArea,propertyValue,,480.5,median
house_GarageArea,propertyValue,,201.8861375,std
house_GarageArea,propertyValue,,0.2347125,skewness
house_GarageArea,propertyValue,,0.7828,kurtosis
house_GarageArea,propertyValue,,103.3125,mad
house_GarageArea,propertyValue,,224.875,iqr
house_GarageArea,propertyValue,,,p_min
house_GarageArea,propertyValue,,,p_max
house_GarageArea,propertyValue,,,k_min
house_GarageArea,propertyValue,,,k_max
house_GarageArea,propertyValue,,,s_min
house_GarageArea,propertyValue,,,s_max
house_GarageArea,propertyValue,,4.8563,entropy
house_GarageArea,propertyValue,,0.0014125,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.2946749999999999,missing_perc
house_GarageArea,propertyValue,,0.5345375,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1215.5,max
house_GarageArea,propertyValue,,478.2371625,mean
house_GarageArea,propertyValue,,479.0,median
house_GarageArea,propertyValue,,204.247925,std
house_GarageArea,propertyValue,,0.174675,skewness
house_GarageArea,propertyValue,,0.6333625,kurtosis
house_GarageArea,propertyValue,,107.375,mad
house_GarageArea,propertyValue,,226.375,iqr
house_GarageArea,propertyValue,,0.0050625,p_min
house_GarageArea,propertyValue,,0.8858499999999999,p_max
house_GarageArea,propertyValue,,0.0085375,k_min
house_GarageArea,propertyValue,,0.727325,k_max
house_GarageArea,propertyValue,,0.0102625,s_min
house_GarageArea,propertyValue,,0.8438625,s_max
house_GarageArea,propertyValue,,4.895425,entropy
house_GarageArea,propertyValue,,0.0013249999999999,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.266225,missing_perc
house_GarageArea,propertyValue,,0.5185625,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1194.625,max
house_GarageArea,propertyValue,,473.2193625,mean
house_GarageArea,propertyValue,,476.875,median
house_GarageArea,propertyValue,,201.284,std
house_GarageArea,propertyValue,,0.198,skewness
house_GarageArea,propertyValue,,0.6626000000000001,kurtosis
house_GarageArea,propertyValue,,105.125,mad
house_GarageArea,propertyValue,,231.125,iqr
house_GarageArea,propertyValue,,0.0038625,p_min
house_GarageArea,propertyValue,,0.88925,p_max
house_GarageArea,propertyValue,,0.0077499999999999,k_min
house_GarageArea,propertyValue,,0.7319625000000001,k_max
house_GarageArea,propertyValue,,0.0085874999999999,s_min
house_GarageArea,propertyValue,,0.8494875,s_max
house_GarageArea,propertyValue,,4.8948125000000005,entropy
house_GarageArea,propertyValue,,0.0013374999999999,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.2003625,missing_perc
house_GarageArea,propertyValue,,0.5119374999999999,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1215.5,max
house_GarageArea,propertyValue,,474.971225,mean
house_GarageArea,propertyValue,,476.875,median
house_GarageArea,propertyValue,,200.4429,std
house_GarageArea,propertyValue,,0.169525,skewness
house_GarageArea,propertyValue,,0.706875,kurtosis
house_GarageArea,propertyValue,,106.375,mad
house_GarageArea,propertyValue,,230.875,iqr
house_GarageArea,propertyValue,,0.004,p_min
house_GarageArea,propertyValue,,0.881525,p_max
house_GarageArea,propertyValue,,0.0076125,k_min
house_GarageArea,propertyValue,,0.722175,k_max
house_GarageArea,propertyValue,,0.0095625,s_min
house_GarageArea,propertyValue,,0.839,s_max
house_GarageArea,propertyValue,,4.957062499999999,entropy
house_GarageArea,propertyValue,,0.0011749999999999,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.1606749999999999,missing_perc
house_GarageArea,propertyValue,,0.5030625000000001,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1220.0,max
house_GarageArea,propertyValue,,475.806,mean
house_GarageArea,propertyValue,,479.9375,median
house_GarageArea,propertyValue,,205.1437125,std
house_GarageArea,propertyValue,,0.2216875,skewness
house_GarageArea,propertyValue,,0.6993375,kurtosis
house_GarageArea,propertyValue,,107.375,mad
house_GarageArea,propertyValue,,234.46875,iqr
house_GarageArea,propertyValue,,0.0032625,p_min
house_GarageArea,propertyValue,,0.8823,p_max
house_GarageArea,propertyValue,,0.0061874999999999,k_min
house_GarageArea,propertyValue,,0.7248999999999999,k_max
house_GarageArea,propertyValue,,0.005325,s_min
house_GarageArea,propertyValue,,0.84165,s_max
house_GarageArea,propertyValue,,4.9789875,entropy
house_GarageArea,propertyValue,,0.0011125,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.0953,missing_perc
house_GarageArea,propertyValue,,0.4886875,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1211.0,max
house_GarageArea,propertyValue,,475.2411875,mean
house_GarageArea,propertyValue,,479.5625,median
house_GarageArea,propertyValue,,202.5606375,std
house_GarageArea,propertyValue,,0.1802875,skewness
house_GarageArea,propertyValue,,0.6468750000000001,kurtosis
house_GarageArea,propertyValue,,106.5,mad
house_GarageArea,propertyValue,,232.3125,iqr
house_GarageArea,propertyValue,,0.004975,p_min
house_GarageArea,propertyValue,,0.8900875,p_max
house_GarageArea,propertyValue,,0.0055125,k_min
house_GarageArea,propertyValue,,0.7321624999999999,k_max
house_GarageArea,propertyValue,,0.006075,s_min
house_GarageArea,propertyValue,,0.8493375,s_max
house_GarageArea,propertyValue,,5.00255,entropy
house_GarageArea,propertyValue,,0.001025,density
house_GarageArea,propertyValue,,501.0,n_tuples
house_GarageArea,propertyValue,,0.04465,missing_perc
house_GarageArea,propertyValue,,0.4787249999999999,uniqueness
house_GarageArea,propertyValue,,0.0,min
house_GarageArea,propertyValue,,1220.0,max
house_GarageArea,propertyValue,,473.9954875,mean
house_GarageArea,propertyValue,,479.375,median
house_GarageArea,propertyValue,,202.3130125,std
house_GarageArea,propertyValue,,0.19715,skewness
house_GarageArea,propertyValue,,0.6964999999999999,kurtosis
house_GarageArea,propertyValue,,107.75,mad
house_GarageArea,propertyValue,,235.0,iqr
house_GarageArea,propertyValue,,0.004925,p_min
house_GarageArea,propertyValue,,0.88255,p_max
house_GarageArea,propertyValue,,0.0038875,k_min
house_GarageArea,propertyValue,,0.7250125000000001,k_max
house_GarageArea,propertyValue,,0.005225,s_min
house_GarageArea,propertyValue,,0.842,s_max
house_GarageArea,propertyValue,,5.0297125000000005,entropy
house_GarageArea,propertyValue,,0.001,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.5005125,missing_perc
house_KitchenAbvGr,propertyValue,,0.008,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.04545,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.2058875,std
house_KitchenAbvGr,propertyValue,,4.5501875,skewness
house_KitchenAbvGr,propertyValue,,19.62955,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,,p_min
house_KitchenAbvGr,propertyValue,,,p_max
house_KitchenAbvGr,propertyValue,,,k_min
house_KitchenAbvGr,propertyValue,,,k_max
house_KitchenAbvGr,propertyValue,,,s_min
house_KitchenAbvGr,propertyValue,,,s_max
house_KitchenAbvGr,propertyValue,,0.1830375,entropy
house_KitchenAbvGr,propertyValue,,34.0913875,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.466575,missing_perc
house_KitchenAbvGr,propertyValue,,0.0075,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.0452625,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.2073249999999999,std
house_KitchenAbvGr,propertyValue,,4.4118125,skewness
house_KitchenAbvGr,propertyValue,,17.5992875,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,,p_min
house_KitchenAbvGr,propertyValue,,,p_max
house_KitchenAbvGr,propertyValue,,,k_min
house_KitchenAbvGr,propertyValue,,,k_max
house_KitchenAbvGr,propertyValue,,,s_min
house_KitchenAbvGr,propertyValue,,,s_max
house_KitchenAbvGr,propertyValue,,0.183875,entropy
house_KitchenAbvGr,propertyValue,,34.104725,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.3994375,missing_perc
house_KitchenAbvGr,propertyValue,,0.00665,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.0445874999999998,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.205475,std
house_KitchenAbvGr,propertyValue,,4.473274999999999,skewness
house_KitchenAbvGr,propertyValue,,18.228025,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,0.004875,p_min
house_KitchenAbvGr,propertyValue,,0.3289249999999999,p_max
house_KitchenAbvGr,propertyValue,,0.005575,k_min
house_KitchenAbvGr,propertyValue,,0.2623375,k_max
house_KitchenAbvGr,propertyValue,,0.006175,s_min
house_KitchenAbvGr,propertyValue,,0.2885375,s_max
house_KitchenAbvGr,propertyValue,,0.1814875,entropy
house_KitchenAbvGr,propertyValue,,34.1559625,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.3508,missing_perc
house_KitchenAbvGr,propertyValue,,0.0061375,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.044975,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.2069,std
house_KitchenAbvGr,propertyValue,,4.4130375,skewness
house_KitchenAbvGr,propertyValue,,17.554275,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,0.0016625,p_min
house_KitchenAbvGr,propertyValue,,0.332325,p_max
house_KitchenAbvGr,propertyValue,,0.006,k_min
house_KitchenAbvGr,propertyValue,,0.2752625,k_max
house_KitchenAbvGr,propertyValue,,0.00645,s_min
house_KitchenAbvGr,propertyValue,,0.2956625,s_max
house_KitchenAbvGr,propertyValue,,0.1831749999999999,entropy
house_KitchenAbvGr,propertyValue,,34.126875,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.2929,missing_perc
house_KitchenAbvGr,propertyValue,,0.0056375,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.0412249999999998,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.198675,std
house_KitchenAbvGr,propertyValue,,4.62575,skewness
house_KitchenAbvGr,propertyValue,,19.4401875,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,,p_min
house_KitchenAbvGr,propertyValue,,,p_max
house_KitchenAbvGr,propertyValue,,,k_min
house_KitchenAbvGr,propertyValue,,,k_max
house_KitchenAbvGr,propertyValue,,,s_min
house_KitchenAbvGr,propertyValue,,,s_max
house_KitchenAbvGr,propertyValue,,0.171725,entropy
house_KitchenAbvGr,propertyValue,,34.40735,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.2459875,missing_perc
house_KitchenAbvGr,propertyValue,,0.0052874999999999,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.0446749999999998,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.2061875,std
house_KitchenAbvGr,propertyValue,,4.43435,skewness
house_KitchenAbvGr,propertyValue,,17.76315,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,0.0036624999999999,p_min
house_KitchenAbvGr,propertyValue,,0.3372875,p_max
house_KitchenAbvGr,propertyValue,,0.0026249999999999,k_min
house_KitchenAbvGr,propertyValue,,0.268625,k_max
house_KitchenAbvGr,propertyValue,,0.0029375,s_min
house_KitchenAbvGr,propertyValue,,0.28885,s_max
house_KitchenAbvGr,propertyValue,,0.1821999999999999,entropy
house_KitchenAbvGr,propertyValue,,34.1494375,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.20435,missing_perc
house_KitchenAbvGr,propertyValue,,0.0050375,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.0420625,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.2004375,std
house_KitchenAbvGr,propertyValue,,4.583012500000001,skewness
house_KitchenAbvGr,propertyValue,,19.0809125,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,0.0034874999999999,p_min
house_KitchenAbvGr,propertyValue,,0.313675,p_max
house_KitchenAbvGr,propertyValue,,0.0017375,k_min
house_KitchenAbvGr,propertyValue,,0.2458125,k_max
house_KitchenAbvGr,propertyValue,,0.001975,s_min
house_KitchenAbvGr,propertyValue,,0.26455,s_max
house_KitchenAbvGr,propertyValue,,0.1742125,entropy
house_KitchenAbvGr,propertyValue,,34.3454375,density
house_KitchenAbvGr,propertyValue,,501.0,n_tuples
house_KitchenAbvGr,propertyValue,,0.1456999999999999,missing_perc
house_KitchenAbvGr,propertyValue,,0.0046875,uniqueness
house_KitchenAbvGr,propertyValue,,1.0,min
house_KitchenAbvGr,propertyValue,,2.0,max
house_KitchenAbvGr,propertyValue,,1.04265,mean
house_KitchenAbvGr,propertyValue,,1.0,median
house_KitchenAbvGr,propertyValue,,0.2019375,std
house_KitchenAbvGr,propertyValue,,4.53415,skewness
house_KitchenAbvGr,propertyValue,,18.58255,kurtosis
house_KitchenAbvGr,propertyValue,,0.0,mad
house_KitchenAbvGr,propertyValue,,0.0,iqr
house_KitchenAbvGr,propertyValue,,0.00175,p_min
house_KitchenAbvGr,propertyValue,,0.3308374999999999,p_max
house_KitchenAbvGr,propertyValue,,0.0023625,k_min
house_KitchenAbvGr,propertyValue,,0.25405,k_max
house_KitchenAbvGr,propertyValue,,0.0024875,s_min
house_KitchenAbvGr,propertyValue,,0.2707,s_max
house_KitchenAbvGr,propertyValue,,0.17615,entropy
